"subj_code","condition","desktop_conf","attent_conf","intro_check","structure","first_object","learn_check_left","learn_check_right","left_caused_rating","right_caused_rating","left_maintained_rating","right_maintained_rating","timing_check","recorded_at","age","gender","tech_issues","timing_check_correct","learning_check_left_correct","learning_check_right_correct","learning_check_correct"
"ermgrozQARal",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,10,10,0,"The right male swam to the female first.","2023-10-26 08:48:44",24,"1: male",NA,"correct","correct","correct","correct"
"6RJpHwDI4i8c",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,10,0,5,"The right male swam to the female first.","2023-10-26 08:50:03",47,"1: male","No errors","correct","correct","correct","correct"
"gxiMN2W6tE8X",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,7,0,10,"The left male swam to the female first.","2023-10-26 08:51:54",38,"1: male",NA,"correct","correct","correct","correct"
"2QdypSDSMxDT",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,10,10,0,"The right male swam to the female first.","2023-10-26 09:17:44",27,"2: female",NA,"correct","correct","correct","correct"
"gdCqhNEuB2Pm",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,3,9,3,"The left male swam to the female first.","2023-10-26 11:50:16",40,"1: male","none","correct","correct","correct","correct"
"FP6kriqpzSC7",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,0,10,0,"The left male swam to the female first.","2023-10-26 11:50:19",32,"1: male",NA,"correct","correct","correct","correct"
"9wB31umUbkbK",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,0,0,0,"The left male swam to the female first.","2023-10-26 11:50:26",33,"2: female",NA,"correct","correct","correct","correct"
"o8IgosVTA6TQ",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",8,0,1,1,"The left male swam to the female first.","2023-10-26 11:50:34",24,"1: male",NA,"correct","correct","correct","correct"
"0hmXPe6EN26W",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,1,1,3,"The left male swam to the female first.","2023-10-26 11:50:39",40,"1: male",NA,"correct","correct","correct","correct"
"FCKFmqueBX1J",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,10,0,10,"The right male swam to the female first.","2023-10-26 11:54:46",45,"1: male",NA,"correct","correct","correct","correct"
"Np9CuLcajZDV",2,"1: I confirm","1: I will take it seriously","1: A little squid swam from the left to the right.","irreversible","right","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",2,9,9,2,"The right male swam to the female first.","2023-10-26 11:55:32",50,"1: male","Nothing to report. I was able to complete the study without any issues.","correct","correct","correct","correct"
"yMPOjA7J6Qf6",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,0,1,9,"The left male swam to the female first.","2023-10-26 12:14:33",31,"1: male","All worked fine, thanks.","correct","correct","correct","correct"
"FwKsWBmGp7tV",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,10,5,10,"The left male swam to the female first.","2023-10-26 12:14:35",29,"2: female",NA,"correct","correct","correct","correct"
"n7b2iWXgPclP",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",5,5,5,10,"The left male swam to the female first.","2023-10-26 12:14:36",26,"2: female",NA,"correct","correct","correct","correct"
"XjUT5Jg21PlR",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",9,2,4,8,"The left male swam to the female first.","2023-10-26 12:14:36",39,"1: male","None","correct","correct","correct","correct"
"TvNqQlqKg1R9",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",8,8,2,2,"The left male swam to the female first.","2023-10-26 12:14:39",38,"1: male","no errors noticed","correct","correct","correct","correct"
"Six3oc2fRyma",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,0,0,10,"The left male swam to the female first.","2023-10-26 12:14:46",62,"2: female","Please tell people it's a squid before the animation starts - my mind ran a bit wild trying to find words to describe it :) ","correct","correct","correct","correct"
"F0ClBIjXVAmr",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,10,10,0,"The right male swam to the female first.","2023-10-26 12:27:10",51,"2: female",NA,"correct","correct","correct","correct"
"AUuCg5TCjnns",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,10,10,0,"The right male swam to the female first.","2023-10-26 12:27:27",25,"2: female",NA,"correct","correct","correct","correct"
"OHOBlyZgGl1i",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",1,10,9,1,"The right male swam to the female first.","2023-10-26 12:27:43",52,"1: male","All worked fine..","correct","correct","correct","correct"
"QOHrkpBg76Lm",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,10,0,10,"The right male swam to the female first.","2023-10-26 12:40:41",31,"1: male",NA,"correct","correct","correct","correct"
