"subj_code","condition","desktop_conf","attent_conf","intro_check","structure","first_object","learn_check_left","learn_check_right","left_caused_rating","right_caused_rating","left_maintained_rating","right_maintained_rating","timing_check","recorded_at","age","gender","tech_issues","timing_check_correct","learning_check_left_correct","learning_check_right_correct","learning_check_correct"
"lNEleaFkeJcd",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",4,10,10,0,"The right male swam to the female first.","2023-10-25 10:13:00",26,"2: female","none","correct","correct","correct","correct"
"m1LuVuZ5RGjq",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,10,10,0,"The right male swam to the female first.","2023-10-25 11:17:16",32,"2: female","None","correct","correct","correct","correct"
"m9sA0qWQdoV9",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,10,10,0,"The right male swam to the female first.","2023-10-25 09:51:19",57,"2: female","no errors","correct","correct","correct","correct"
"MwXfkDS61Lnk",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,10,10,3,"The right male swam to the female first.","2023-10-25 11:17:33",74,"1: male",NA,"correct","correct","correct","correct"
"Nlnh1x9Ozx8D",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",7,10,0,5,"The right male swam to the female first.","2023-10-25 10:12:48",31,"2: female",NA,"correct","correct","correct","correct"
"Qwb3pZm11eDN",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,10,10,3,"The right male swam to the female first.","2023-10-25 11:17:12",30,"1: male","no errors","correct","correct","correct","correct"
"TiR7P74o5vv6",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",2,9,9,2,"The right male swam to the female first.","2023-10-25 11:17:00",39,"2: female",NA,"correct","correct","correct","correct"
"vobg8n3o3IZP",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,10,10,0,"The right male swam to the female first.","2023-10-25 11:17:14",37,"2: female","None","correct","correct","correct","correct"
"VvNVOXIiiEjg",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",7,8,8,2,"The right male swam to the female first.","2023-10-25 10:47:28",55,"2: female",NA,"correct","correct","correct","correct"
"y98B2RJAIG4R",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,10,10,0,"The right male swam to the female first.","2023-10-25 10:47:24",68,"1: male",NA,"correct","correct","correct","correct"
"zgc21qYMxkmO",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",5,10,10,0,"The right male swam to the female first.","2023-10-25 11:20:21",23,"1: male","nothing","correct","correct","correct","correct"
"ZTRoUFdbSr1F",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",7,8,9,8,"The right male swam to the female first.","2023-10-25 11:17:03",46,"1: male",NA,"correct","correct","correct","correct"
